,0
847,Applications welcome from startups and SMEs with innovative solutions to tackle Coronavirus outbreak | European Commission https://europa.eu/!Ht67xK via @EU_Commission @CoR_President @RegMurciaBrux @FGaliciaEuropa @abruZZelles @ToscanaBXL @LawSchmitz @M_Gaudron @WolfgangPetzold
848,Our goal is to make sure our companies - big and small - have the liquidity they need to withstand the shock. And that jobs and incomes of affected workers are protected. We have all the tools we need at our disposal. We will use them fully as the situation evolves. #coronavirus – at European Commission - Berlaymont
849,BREAK: European Parliament w was moved from Strasbourg to Brussels this week will only be sitting one day - tomorrow debating urgent topics #coronavirus #migration #MFF and there will be no votes this week How long before it is suspended entirely I wonder #CoronaVirusUpdate
850,Belgian health minister Maggie De Block is asked in English why Belgium doesn’t have measures in place yet for #CoronaVirus. ‘No measures? I’m afraid you’re not informed’ she says before walking away. #coronavirusBelgie – at Europa building - European Council/Council of the European Union
851,"#EuropeanParliament Plenary moves to Brussels - decision should have been made Monday, but credit to @EP_President Sassoli, better late than never. Less credit to French Chair of #environment Committee - didn't want me to talk about Strasbourg at Exchanges on #coronavirus today "
852,What will be the impact of Coronavirus? End of Freedom of Movement? A Global Financial Crisis? Both will have a major impact on the EU and Eurozone. But the same could be said for UK trade talks. We live in interesting times and how this will play out for Brexit and Transition
853,European Parliament president David Sassoli has decided MEPs will not go to Strasbourg next week because of coronavirus. Session will take place in Brussels instead.
854,"Despite the coronavirus lockdown, both Greta and I made it into the European Parliament today. – at Europees Parlement / Parlement Européen"
855,"Late yest. @EP_President cancelled all external meetings @Europarl_EN due to #coronavirus .I was hosting big @globus_h2020 event in Parl. at 9am. People had already arrived but thanks to great work by @JelenaRadakovi1 overnight, event went ahead @ThonHotels @ucddublin #Covid_19"
856,"The declaration media representatives have to sign in order to enter the European Parliament. It is to say you’ve not been to China, Hong Kong, Iran, Italy, Japan, Singapore or South Korea in the last 14 days. h/t @elena_cavallone #Coronavirus #Covid19"
857,President @VonDerLeyen is announcing the launch of the EU’s emergency #CoronaVirus response team at the EU’s Emergency Reaponse Coordination Centre. Here at the centre they are closely monitoring the spread of the virus in Europe. – at European Commission - L-86 - ECHO
858,"Regarding #coronavirus, Panic does not help, neither does racism towards #Chinese community. But we should take lessons from Chinese who got control of the virus by restricting movement - #EuropeanParliament should hold March 9th Plenary in Brussels, not Strasbourg - @GUENGL ..."
859,The economic impact of epidemics and pandemics 🌍⛑👩🏼‍🔬🏥💊 new read by @AngeDelivorias #coronavirus #COVID2019 #Costofnonaction ➡️ https://www.europarl.europa.eu/RegData/etudes/BRIE/2020/646195/EPRS_BRI(2020)646195_EN.pdf – at European Parliament Kohl Building
860,"#Coronavirus: Health ministers from France, Germany, Italy and the EU Commission committed to keeping frontiers open at a meeting on Tuesday as new cases of the virus emerged throughout Europe and in central and southern Italy #COVIDー19"
861,"Now that Italy is the European country the most hit by the coronavirus 🦠, I feel so close to my Chinese friends who are all being affected by this astonishing situation since the beginning. Let’s follow the instructions from the institutions and don’t panic. 😘 #shadowculture"
862,🤝 Ongoing @EUCouncil: an extra #EPSCO Council on the novel #coronavirus #COVID2019. BE 🇧🇪 Minister for Health @Maggie_DeBlock &amp; her fellow EU 🇪🇺 colleagues discuss measures taken against the spread of #Corona in the EU &amp; possible complementary actions for better coordination. – at Europa building - European Council/Council of the European Union
863,"RABAT, March 27 (Reuters) - The European Union pledged 450 million euros in aid to help Morocco counter the coronavirus, a joint EU-Moroccan statement said on Friday. Why?"
864,Italian Prime Minister Giuseppe Conte warned Saturday that the European Union could lose its purpose if it fails to come up with a strong response to the coronavirus threat http://u.afp.com/3qSr
865,The European Union is doing everything it can to tackle the #coronavirus crisis and its consequences. It is now that we have to demonstrate what European and global solidarity really means. These unprecedented events call for unprecedented international action. #EUCO
866,Belgian health minister Maggie De Block is asked in English why Belgium doesn’t have measures in place yet for #CoronaVirus. ‘No measures? I’m afraid you’re not informed’ she says before walking away. #coronavirusBelgie – at Europa building - European Council/Council of the European Union
867,🤝 Ongoing @EUCouncil: an extra #EPSCO Council on the novel #coronavirus #COVID2019. BE 🇧🇪 Minister for Health @Maggie_DeBlock &amp; her fellow EU 🇪🇺 colleagues discuss measures taken against the spread of #Corona in the EU &amp; possible complementary actions for better coordination. – at Europa building - European Council/Council of the European Union
868,Nowcasting and Forecasting macro activity using big data: Daily Chinese GDP by @Q3Techno is today about 3.5% #coronavirus #bigdata #EconTwitter
869,#coronavirus looking at laundry :) pic.twitter.com/e137G873bj
870,"Waiting for the coronavirus consultants to pop up, that used to be GDPR experts, after they sold aloe vera, prior to selling cheaper energy for your home..."
871,Nowcasting and Forecasting macro activity using big data: Daily Chinese GDP by @Q3Techno is today about 3.5% #coronavirus #bigdata #EconTwitter
872,Bad luck or bad #policy response? How cognitive biases and partial solutions led Italy to become a disastrous battlefield of #Covid_19 #Harvard 👇
873,"""A vaccine is still at least 18 months away. In the meantime, we recognize that there is an urgent need for therapeutics to treat patients & save lives""-@DrTedros #COVID19 #coronavirus"
874,"🇷🇺 In #Moscow, a network of 100,000 cameras equipped with facial recognition technology are being used to make sure anyone placed under #quarantine stays off the streets #coronavirus #lockdown #Russia #COVID19"
875,"The need for reliable sources of information is more important than ever. That's why @EP_ScienceTech #ESMH has compiled a list of sources from recognised official international webpages providing daily updates, data &amp; maps about the new #coronavirus. 👇 "
876,This is consistent with the calculation I made from the rebound of « flu » reported by #sciensano a few days ago. The order of magnitude is right but I obtained 5% instead for #Belgium #coronavirus 
877,Some powerful straight talking from #Serbia who have to look to #China for help with #coronavirus - Exposing the hypocrisy of the #EU - We have a lot to learn about #Solidarity from China and others. Europe needs to wake up to reality that the virus doesn't recognize borders...
878,"Dear climate & energy Twitter community, with the global economy likely to take a significant hit from the impact and response to the #coronavirus epidemic, it's time to think about green stimulus. Any thoughts? What are the must read studies on this topic?"
