Tweet,Cluster
Sometimes it takes throwback Sesame Street to help remember stuff! #COVID19 #coronavirus #WashYourHands,1
"Today as I was driving down the freeway, the @UDOTTRAFFIC sign read “Don’t let coronavirus slow you down” and right next to the freeway was a billboard screaming “FUNERAL COSTS ARE RISING LOCK IN PRICES NOW” so that was fun and reassuring.",1
If you’ve eaten here - you’re immune to corona virus. ,6
Everyone freaking out about #coronavirus but we have actual zombies infected with something in #SanFrancisco and #LosAngeles for the past few years and you don’t hear shit about it. @SFDeplorable *an actual @SpeakerPelosi constituent pictured* pic.twitter.com/AZZb8eFE1H,1
If you ever ate at King’s Buffet you’re immune to the corona virus,6
thinkin bout how when byu said gays could date they beat no. 2 gonzaga but now that they’ve said sike u thot byu finds out they got coronavirus,1
I know many of you are concerned about the Coronavirus. Here’s a tip from @SaltLakeHealth - get an approved disinfectant (list linked below) and get in the habit of conducting a daily wipe-down of commonly touched items in your home or office.,4
Coronavirus shut down spring quarter at UCSD???? Thank you🤝,1
"Dr. Nancy Gin this evening helped separate facts from fears when it comes to understanding the coronavirus during a @FOXLA special news program. The goal was to help the public to better understand this infectious disease, but most of all, avoid panic.",5
I swear reporting on coronavirus is more likely to kill me than actually contracting it,4
Seth Rollins is playing with fire having those fans put their hands in his popcorn and then eating it. There's 9 Coronavirus cases in the DC area so far. #RAW,1
BREAKING: Santa Clara Public Health Officer just announced a legal order banning events w/ more than a thousand people in attendance. It will take place Wednesday March 11 & last for three weeks. It does not include places like airports or shopping malls @kron4news #Coronavirus,5
Coronavirus extending cuffing season... when will the oppression of single people end????,1
"To make folks feel safe from coronavirus, New York State is using incarcerated labor—at pennies per hour—to make hand sanitizer. But incarcerated people at most U.S. prisons aren’t allowed to use it. The alcohol content means it is considered contraband. ",5
At a certain point continuing to read every coronavirus tweet and every coronavirus update and every coronavirus story stops making you any healthier or safer and just makes you a nervous wreck — so log off if you need to!,5
"Welp, there it is. I work near a hospital where an employee told me a patient just tested positive for #coronavirus . On the bus home, took some zinc tablets &amp; prayed for the ultimate cure: a #Democrat Administration elected on 11/3/20. @wtp__2020 #wtp2020 #wtpTEAM #OneVoice1",5
Trump couldn’t be doing a worse job handling the coronavirus. That includes if this were a movie plot where a third rate reality host has to get his country through a terrifying global pandemic.,0
The people who used to chew on these as a kid are immune to coronavirus. ,5
"Nearly 130,000 people from around the world are arriving in Las Vegas for #CONEXPOCONAGG, North America's largest construction tradeshow. Take THAT, coronavirus! 😝 ",1
"ppl in wilmas don’t care bout no coronavirus, we inhale refinery air everyday &amp; we have for years. we str8",1
Rich people with the privilege of affording health care telling people not to worry about corona virus y’all disgust me,3
Everybody: Coronavirus is a global pandemic. Republicans: ,1
"Leaders across the globe are taking Coronavirus seriously. Mayors &amp; Governors across the country are taking Coronavirus seriously. Our President, by contrast, puts millions at risk by telling them not to worry about a virus that is killing seniors. Truly shameful. – at California State Capitol",5
"All of Italy, the entire country, to be quarantined- that’s 61 million people. #coronavirus ",5
"Until there is proof that Coronavirus can actually pass from Republicans to humans, I'm not worried.",1
Coachella Valley locals on the #Coronavirus and the posible chance #Coachella gets cancelled or postponed.,1
What would President Obama have done to combat the coronavirus? Whatever the opposite of “this”’is. ,1
if youve drank warped tour water you're immune to the coronavirus,1
campuses are starting to get shut down to ensure the students’ safety due to the coronavirus so here’s your reminder to buckle up bc chico state didn’t close for: gun threats suicide on campus murder crime scene on campus floods or fires,1
Trump is no germaphobe. He’s still glad-handing club members. The bit about fearing that journalists will purposefully infect him with coronavirus? Possibly agitprop to undermine the press. He isn’t scared of a handshake. He fears losing his grip on power. ,0
"My brain to me as I worry about Coronavirus, the stock market, the election, toilet paper shortage, and 5 other dumb things all at the same time ",4
The WUHAN FLU OR THE WUHAN VIRUS OR THE WUHAN CORONAVIRUS OR THE WUHAN CORONA FLU OR WUHAN COVID 19 - I agree we must indentify correctly ,5
"with Italy being the #2 country affected by coronavirus, do you think we'll eat less pizza now too? do you see how fucking dumb it is to skip on Chinese restaurants? lol",1
I have tuned out all news media. The obvious attempts to incite hysteria and to politicize the Coronavirus have gone way beyond the pale. Even Fox News has become embarrassing,4
Calgarians are stocking up amid #Coronavirus concerns Costco has been open for not even 10 minutes... and already dozens of people are lined up to get toilet paper #yyc @CTVCalgary,1
"several California school districts have canceled classes today, including the biggest in Northern California, because of coronavirus. Stanford has moved online ",1
Corona virus fears; stock market tumbles; oil prices tank; KAPPA SIGMA RAISES RECORD DOLLARS IN SINGLE WEEKEND.,3
"Journalists, read this thread now and follow @DoctorYasmin. Especially before sending another tweet about the coronavirus. ",1
"If you ever entered a Candlestick Park men's bathroom, you're immune to the Coronavirus.",6
"Don’t Reassure People By Saying Coronavirus is More Likely to Harm the Chronically Ill &amp; Elderly, as “these lives are just as valuable as your own. Protect them like your own. Ask an elderly or chronically ill person in your life what you can do for them.” ",5
Ok now I’m annoyed. I ACTUALLY ran out of toilet paper and am trying to buy a *normal* amount and the shelves are WIPED CLEAN (pun intended). Say it with me now ... TOILET PAPER ≠ IMMUNITY TO CORONAVIRUS ,4
"A little dose of reality during the media-driven, fake news Corona Virus hysteria. ",3
Israeli rabbi: Coronavirus outbreak is divine punishment for gay pride parades 😂 HA! I seriously can't even!! Please put him on the never leave quarantine list as well 🎉🏳️‍🌈 #homophobe  via @timesofisrael,1
Want to make sure everyone knows that the AAC instructed everyone not to shake hands after games because of the coronavirus. WSU and Memphis did not on Thursday either. Tulsa wasn’t snubbing the Shockers.,1
I made a world and there’s no coronavirus here 🌀 ,4
I think coronavirus will do more for the democratic party than Biden,4
“Coronavirus related hate crime” is now officially a thing ,1
"No idea how wide spread coronavirus is. Having just vacayed in S Cal by way of Vegas, gotta say, couldn't design better vector to spread pandemic than Sin City Cards. Chips. Slots. Crowds. Touch screens. ATMs. Cash Last thing on Trump's casino-owner mind is shutting this down",0
